CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventYear,EventType,lon_x1,lat_y1,lon_x2,lat_y2
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20180920,2018,Cleanup,28.63048,44.31021,28.63005,44.30936
Mare Nostrum,Corbu,RO,Black Sea,104,Rural,Sandy,20180920,2018,Monitoring,28.70474,44.36764,28.70428,44.36672
Mare Nostrum,Saturn,RO,Black Sea,102,Urban,Sandy,20180921,2018,Cleanup,28.59051,43.83461,28.59055,43.83369
Marnoba,"Nosa Se_ra, Pontevedra",ES,North-east Atlantic Ocean,100,Urban,Other (mixed),20180926,2018,Cleanup,-8.812222481,42.13750076,-8.811222481,42.13750076
Mare Nostrum,Vama Veche,RO,Black Sea,102,Rural,Sandy,20180927,2018,Cleanup,28.57783,43.7486,28.57829,43.74774
Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20180927,2018,Monitoring,28.64046,43.95488,28.64006,43.954
Perseus,Alepu,BG,Black Sea,105,Rural,Sandy,20180927,2018,Cleanup,27.70921843,42.36708233,27.70950129,42.36616388
Mare Nostrum,Eforie,RO,Black Sea,105,Urban,Sandy,20180927,2018,Monitoring,28.64498,44.0462,28.64536,44.0453
Marnoba,"Rodas, Pontevedra",ES,North-east Atlantic Ocean,100,,Other (mixed),20180927,2018,Cleanup,-8.791944504,42.18861389,-8.790944504,42.18861389
Marnoba,"Cala Pi, Illes Balears",ES,Mediterranean Sea,100,Rural,Rocky,20180928,2018,Cleanup,2.836666584,39.36444473,2.837666584,39.36444473
Mare Nostrum,Constanta,RO,Black Sea,105,Urban,Sandy,20180928,2018,Monitoring,28.65538,44.19412,28.65575,44.19321
Mare Nostrum,Mamaia ,RO,Black Sea,107,Urban,Sandy,20180928,2018,Monitoring,28.62236,44.28098,28.62222,44.28002
Marnoba,"Playa Malandar, Huelva",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20180929,2018,Cleanup,-6.375277996,36.79583359,-6.374277996,36.79583359
Marnoba,"Santa Cristina, A Coru_",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20180929,2018,Cleanup,-8.380556107,43.33694458,-8.379556107,43.33694458
Marnoba,"Cala Major, Illes Balears",ES,Mediterranean Sea,100,Urban,Sandy,20180929,2018,Cleanup,2.605833292,39.55277634,2.606833292,39.55277634
Marnoba,"La Cueva, Santa Cruz de Tenerife",ES,North-east Atlantic Ocean,100,Urban,Pebbels,20180929,2018,Cleanup,-17.10472298,28.0913887,-17.10372298,28.0913887
Marnoba,"Nord de Torreblanca, Castell_/Castell",ES,Mediterranean Sea,100,Rural,Sandy,20180930,2018,Cleanup,0.240233,40.200839,0.241233,40.200839
Marnoba,"Fontaíña, Pontevedra",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20180930,2018,Cleanup,-8.781110764,42.20333481,-8.780110764,42.20333481
Marnoba,"Matalasca_s, Huelva",ES,North-east Atlantic Ocean,100,Urban,Sandy,20180930,2018,Cleanup,-6.566666603,37.00527954,-6.565666603,37.00527954
Marnoba,"Vistabella, Valencia/Val_cia",ES,Unknown,100,,Other (mixed),20180930,2018,Cleanup,0.718055546,39.46444702,0.719055546,39.46444702
Marnoba,"Poniente, Asturias",ES,North-east Atlantic Ocean,100,Urban,Sandy,20181001,2018,Cleanup,-5.671388626,43.54277802,-5.670388626,43.54277802
Aarhus University - Denmark,"Ris, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20181001,2018,Monitoring,12.08366018,55.6922447,12.0840066,55.69312056
Marnoba,"Cala del Pino, Murcia",ES,Unknown,100,Rural,Sandy,20181002,2018,Cleanup,-1.11884,37.9936,-1.11784,37.9936
HELMEPA - Hellenic Marine Environment Protection Association,Schoinias,GR,Mediterranean Sea,321,Rural,Sandy,20181004,2018,Cleanup,24.04890915,38.14305183,24.04525021,38.14309837
Marnoba,"Castelldefels, Barcelona",ES,Mediterranean Sea,100,Urban,Sandy,20181005,2018,Cleanup,1.93838,41.2656,1.93938,41.2656
Marnoba,"Las Teresitas, Santa Cruz de Tenerife",ES,North-east Atlantic Ocean,100,Rural,Sandy,20181005,2018,Cleanup,-16.26388931,28.50749969,-16.26288931,28.50749969
Marnoba,"Arou, A Coru_",ES,Unknown,100,Urban,Other (mixed),20181005,2018,Cleanup,-3.6887,40.4613,-3.6877,40.4613
Marnoba,"Pto La Alcaidesa , C_iz",ES,Mediterranean Sea,100,Rural,Sandy,20181006,2018,Cleanup,-5.312902,36.235761,-5.311902,36.235761
Marnoba,"El Puertito, Las Palmas",ES,North-east Atlantic Ocean,100,Rural,Rocky,20181006,2018,Cleanup,-14.06630611,28.5411377,-14.06530611,28.5411377
Marnoba,"Leocadio Machado, Santa Cruz de Tenerife",ES,North-east Atlantic Ocean,100,Rural,Rocky,20181006,2018,Cleanup,-16.54222107,28.03527641,-16.54122107,28.03527641
Aarhus University - Denmark,"MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20181006,2018,Monitoring,12.12396176,54.80588175,12.12483001,54.80663181
HELMEPA - Hellenic Marine Environment Protection Association,SEF,GR,Mediterranean Sea,147,Urban,Pebbels,20181006,2018,Cleanup,23.66812529,37.9406599,23.66652298,37.94102883
Marnoba,"El Muelle, Santa Cruz de Tenerife",ES,North-east Atlantic Ocean,100,Urban,Pebbels,20181007,2018,Cleanup,-16.76803589,28.37086105,-16.76703589,28.37086105
Marnoba,"Ciudad Jard_, Illes Balears",ES,Mediterranean Sea,100,Urban,Sandy,20181007,2018,Cleanup,2.687222242,39.55333328,2.688222242,39.55333328
Marnoba,"Cala del Moral, M_aga",ES,Mediterranean Sea,100,Urban,Sandy,20181007,2018,Cleanup,-4.307777882,36.71416855,-4.306777882,36.71416855
HELMEPA - Hellenic Marine Environment Protection Association,3rd Glyfada Beach,GR,Mediterranean Sea,353,Urban,Sandy,20181007,2018,Cleanup,23.74142619,37.86438375,23.73877587,37.86676682
Marnoba,"Port de Sagunt, Valencia/Val_cia",ES,Mediterranean Sea,100,Urban,Sandy,20181007,2018,Cleanup,-0.204999998,39.66972351,-0.203999998,39.66972351
Marnoba,"Doni_s, A Coru_",ES,North-east Atlantic Ocean,100,Rural,Sandy,20181007,2018,Cleanup,-8.31916,43.5026,-8.31816,43.5026
Monitoraggio Strategia Marina  Ministero dell_mbiente,Porto Tolle spiaggia di Barricata,IT,Mediterranean Sea,99,,,20181010,2018,Monitoring,12.45873,44.84203,12.45973,44.84203
Monitoraggio Strategia Marina  Ministero dell_mbiente,Chioggia spiaggia di Sottomarina,IT,Mediterranean Sea,99,,,20181010,2018,Monitoring,12.30377,45.19951,12.30477,45.19951
MELTEMI BalkanMed,Komi A,GR,Mediterranean Sea,104,Rural,Sandy,20181011,2018,Monitoring,26.04162,38.200606,26.0427,38.201001
Monitoraggio Strategia Marina  Ministero dell_mbiente,Lido Saraceni,IT,Mediterranean Sea,99,,,20181011,2018,Monitoring,14.41313,42.34492,14.41413,42.34492
MELTEMI BalkanMed,Komi B,GR,Mediterranean Sea,97,Rural,Sandy,20181011,2018,Monitoring,26.048199,38.202056,26.047095,38.20218
MELTEMI BalkanMed,Lithi,GR,Mediterranean Sea,49,Rural,Sandy,20181012,2018,Monitoring,25.99099,38.340737,25.991531,38.340591
MELTEMI BalkanMed,Apothika A,GR,Mediterranean Sea,51,Rural,Other (mixed),20181013,2018,Monitoring,25.885695,38.244116,25.885243,38.244406
HELMEPA - Hellenic Marine Environment Protection Association,Edem,GR,Mediterranean Sea,428,Urban,Sandy,20181014,2018,Cleanup,23.6961809,37.9208347,23.70010765,37.9185495
HELMEPA - Hellenic Marine Environment Protection Association,Agia Marina (Copamar),GR,Mediterranean Sea,138,Rural,Sandy,20181014,2018,Cleanup,23.84318775,37.81393643,23.844,37.815
Marnoba,"La Garrofera, Valencia/Val_cia",ES,Mediterranean Sea,100,Near river mouth,Sandy,20181015,2018,Cleanup,-0.312452793,39.35083389,-0.311452793,39.35083389
Monitoraggio Strategia Marina  Ministero dell_mbiente,Caorle spiaggia Brussa,IT,Mediterranean Sea,99,,,20181017,2018,Monitoring,12.95896,45.62183,12.95996,45.62183
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cavallino Treporti spiaggia di Cavallino,IT,Mediterranean Sea,99,,,20181017,2018,Monitoring,12.57709,45.47764,12.57809,45.47764
Monitoraggio Strategia Marina  Ministero dell_mbiente,Vindicio (Formia),IT,Mediterranean Sea,100,,,20181017,2018,Monitoring,13.58848,41.24871,13.58948,41.24871
Marnoba,"A Ladeira, A Coru_",ES,North-east Atlantic Ocean,100,Rural,Sandy,20181019,2018,Cleanup,-9.061388969,42.57805634,-9.060388969,42.57805634
Marnoba,"Almaciga, Santa Cruz de Tenerife",ES,North-east Atlantic Ocean,100,Rural,Sandy,20181020,2018,Cleanup,-16.19277763,28.57194519,-16.19177763,28.57194519
HELMEPA - Hellenic Marine Environment Protection Association,"Freattyda, Piraeus",GR,Mediterranean Sea,281,Urban,Other (mixed),20181021,2018,Cleanup,23.64883787,37.93061101,23.64579229,37.92984939
Marnoba,"L'Arenal, Tarragona",ES,Mediterranean Sea,100,Urban,Sandy,20181021,2018,Cleanup,0.912777781,40.98694611,0.913777781,40.98694611
Perseus,Alepu,BG,Black Sea,105,Rural,Sandy,20181022,2018,Cleanup,27.70921843,42.36708233,27.70950129,42.36616388
Marnoba,"Mer_, Cantabria",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20181022,2018,Cleanup,-4.386388779,43.39194489,-4.385388779,43.39194489
Monitoraggio Strategia Marina  Ministero dell_mbiente,Parco Naturale S. Bartolo di Pesaro,IT,Mediterranean Sea,99,,,20181023,2018,Monitoring,12.78907,43.9651,12.79007,43.9651
gBqsPxAZ,Tlacopanocha,,Unknown,109,Urban,Sandy,20181023,2018,Cleanup,-99.90811781,16.84529676,-99.90729146,16.84490684
Monitoraggio Strategia Marina  Ministero dell_mbiente,Mondello,IT,Mediterranean Sea,99,,,20181025,2018,Monitoring,13.33224,38.19725,13.33324,38.19725
gBqsPxAZ,Ross Beach,IE,North-east Atlantic Ocean,509,Rural,Pebbels,20181025,2018,Cleanup,-9.869658417,52.58652982,-9.876669361,52.58831171
Monitoraggio Strategia Marina  Ministero dell_mbiente,Silvi Sud,IT,Mediterranean Sea,99,,,20181026,2018,Monitoring,14.11737,42.55515,14.11837,42.55515
Monitoraggio Strategia Marina  Ministero dell_mbiente,Porto di S. Benedetto,IT,Mediterranean Sea,99,,,20181026,2018,Monitoring,13.88141,42.96349,13.88241,42.96349
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cogoleto foce Lerone,IT,Mediterranean Sea,99,,,20181026,2018,Monitoring,8.66206,44.39069,8.66306,44.39069
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20181026,2018,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
gBqsPxAZ,Marselisborg strand,,Baltic Sea,350,Urban,Other (mixed),20181026,2018,Cleanup,10.2137311,56.12975378,10.21584254,56.12683365
Monitoraggio Strategia Marina  Ministero dell_mbiente,Area Naturale di Foce Bevano,IT,Mediterranean Sea,99,,,20181026,2018,Monitoring,12.3247,44.36237,12.3257,44.36237
Black Sea NGO Network || MELTEMI,Kamchia,BG,Black Sea,156,Near river mouth,Sandy,20181027,2018,Cleanup,27.8888,43.02536667,27.88898333,43.02396667
Aarhus University - Denmark,MSFD Langerak,DK,North-east Atlantic Ocean,100,Rural,Sandy,20181028,2018,Monitoring,10.14330979,57.0288766,10.14217783,57.02952728
Black Sea NGO Network || MELTEMI,Kamchiyski pyasatsi,BG,Black Sea,239,Near river mouth,Sandy,20181028,2018,Monitoring,27.8923167,42.9855,27.8926667,42.98335
Black Sea NGO Network || MELTEMI,Shkorpilovtsi,BG,Black Sea,162,Rural,Sandy,20181028,2018,Monitoring,27.89891667,42.95565,27.89926667,42.95421667
Aarhus University - Denmark,MSFD Skagen,DK,North-east Atlantic Ocean,99,Rural,Other (mixed),20181029,2018,Monitoring,10.58123183,57.74860901,10.58281088,57.74891554
Marnoba,"Leira, A Coru_",ES,North-east Atlantic Ocean,100,Rural,Sandy,20181103,2018,Cleanup,-8.644166946,43.30666733,-8.643166946,43.30666733
Monitoraggio Strategia Marina  Ministero dell_mbiente,Vibo Marina,IT,Mediterranean Sea,99,,,20181105,2018,Monitoring,16.13743,38.71876,16.13843,38.71876
gBqsPxAZ,FAROS,CY,Mediterranean Sea,101,Urban,Sandy,20181106,2018,Cleanup,32.40679368,34.76525869,32.40668638,34.76434958
Monitoraggio Strategia Marina  Ministero dell_mbiente,Catanzaro Lido Foce Corace,IT,Mediterranean Sea,99,,,20181107,2018,Monitoring,16.60757,38.81367,16.60857,38.81367
Monitoraggio Strategia Marina  Ministero dell_mbiente,Corigliano Foce Crati,IT,Mediterranean Sea,99,,,20181108,2018,Monitoring,16.52072,39.72847,16.52172,39.72847
Monitoraggio Strategia Marina  Ministero dell_mbiente,Marina di Vecchiano,IT,Mediterranean Sea,111,,,20181109,2018,Monitoring,10.26693,43.78593,10.26793,43.78593
gBqsPxAZ,Porto das dunas ,null,Unknown,10542,,,20181110,2018,Cleanup,-38.40005082,-3.825214919,-38.34464244,-3.902626538
Monitoraggio Strategia Marina  Ministero dell_mbiente,Litorale Domizio foce del Volturno,IT,Mediterranean Sea,99,,,20181112,2018,Monitoring,13.92952,41.02162,13.93052,41.02162
Monitoraggio Strategia Marina  Ministero dell_mbiente,Golfo di Napoli spiaggia tra porto Marina di Stabia e porto commerciale Castellammare di Stabia,IT,Mediterranean Sea,99,,,20181113,2018,Monitoring,14.48002,40.71012,14.48102,40.71012
Monitoraggio Strategia Marina  Ministero dell_mbiente,Lavagna foce Entella,IT,Mediterranean Sea,99,,,20181114,2018,Monitoring,9.35367,44.30208,9.35467,44.30208
gBqsPxAZ,Coral bay,,Mediterranean Sea,201,Urban,Sandy,20181114,2018,Cleanup,32.37015149,34.85349576,32.36863265,34.85477656
Monitoraggio Strategia Marina  Ministero dell_mbiente,Pineto localit? Scerne di Pineto,IT,Mediterranean Sea,99,,,20181115,2018,Monitoring,14.04035,42.65099,14.04135,42.65099
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cetraro,IT,Mediterranean Sea,99,,,20181115,2018,Monitoring,15.93316,39.51672,15.93416,39.51672
Monitoraggio Strategia Marina  Ministero dell_mbiente,Porto Garibaldi,IT,Mediterranean Sea,99,,,20181115,2018,Monitoring,12.25187,44.67587,12.25287,44.67587
Marnoba,"Torrenueva, Granada",ES,Mediterranean Sea,100,Rural,Sandy,20181116,2018,Cleanup,-3.546666622,36.75138855,-3.545666622,36.75138855
Monitoraggio Strategia Marina  Ministero dell_mbiente,Gioia Tauro,IT,Mediterranean Sea,99,,,20181116,2018,Monitoring,15.87756,38.42341,15.87856,38.42341
Marnoba,"Rodas, Pontevedra",ES,North-east Atlantic Ocean,100,,Other (mixed),20181116,2018,Cleanup,-8.791944504,42.18861389,-8.790944504,42.18861389
Marnoba,"Port Ginesta, Barcelona",ES,Mediterranean Sea,100,Urban,Sandy,20181117,2018,Cleanup,1.928466,41.26117,1.929466,41.26117
Marnoba,"La Devesa, Valencia/Val_cia",ES,Mediterranean Sea,100,Near river mouth,Sandy,20181117,2018,Cleanup,-0.288611114,39.29750061,-0.287611114,39.29750061
Monitoraggio Strategia Marina  Ministero dell_mbiente,Varigotti,IT,Mediterranean Sea,99,,,20181118,2018,Monitoring,8.40639,44.18417,8.40739,44.18417
Monitoraggio Strategia Marina  Ministero dell_mbiente,Collelungo,IT,Mediterranean Sea,111,,,20181119,2018,Monitoring,11.02865,42.65128,11.02965,42.65128
Monitoraggio Strategia Marina  Ministero dell_mbiente,Marina di Castagneto,IT,Mediterranean Sea,111,,,20181122,2018,Monitoring,10.53989,43.14928,10.54089,43.14928
Monitoraggio Strategia Marina  Ministero dell_mbiente,Vasto Localit? punta Aderci,IT,Mediterranean Sea,99,,,20181122,2018,Monitoring,14.67925,42.18082,14.68025,42.18082
Monitoraggio Strategia Marina  Ministero dell_mbiente,Foce del Chienti,IT,Mediterranean Sea,99,,,20181122,2018,Monitoring,13.74143,43.29689,13.74243,43.29689
Monitoraggio Strategia Marina  Ministero dell_mbiente,Foce del Basento spiaggia degli Argonauti,IT,Mediterranean Sea,90,,,20181122,2018,Monitoring,16.81573,40.33262,16.81673,40.33262
Monitoraggio Strategia Marina  Ministero dell_mbiente,Oristano Is Arenas,IT,Mediterranean Sea,99,,,20181123,2018,Monitoring,8.44399,40.04749,8.44499,40.04749
gBqsPxAZ,Beach at the Monument of National Resistance,GR,Mediterranean Sea,154,Urban,Rocky,20181124,2018,Cleanup,26.14298194,38.3682763,26.14354521,38.3669647
Monitoraggio Strategia Marina  Ministero dell_mbiente,Fossalon,IT,Mediterranean Sea,99,,,20181126,2018,Monitoring,13.51231,45.71552,13.51331,45.71552
Monitoraggio Strategia Marina  Ministero dell_mbiente,Marina Nova,IT,Mediterranean Sea,99,,,20181128,2018,Monitoring,13.5463,45.78514,13.5473,45.78514
Marnoba,"A Lanzada, Pontevedra",ES,North-east Atlantic Ocean,100,Rural,Sandy,20181128,2018,Cleanup,-8.875800133,42.45066833,-8.874800133,42.45066833
Monitoraggio Strategia Marina  Ministero dell_mbiente,Alghero Lido,IT,Mediterranean Sea,99,,,20181128,2018,Monitoring,8.3172,40.56504,8.3182,40.56504
Monitoraggio Strategia Marina  Ministero dell_mbiente,San Teodoro La Cinta,IT,Mediterranean Sea,99,,,20181128,2018,Monitoring,9.67479,40.78152,9.67579,40.78152
Monitoraggio Strategia Marina  Ministero dell_mbiente,Sant'Anna Arresi Porto Pino,IT,Mediterranean Sea,99,,,20181129,2018,Monitoring,8.6229,38.94111,8.6239,38.94111
Monitoraggio Strategia Marina  Ministero dell_mbiente,Forte dei Marmi - Vittoria Apuana,IT,Mediterranean Sea,99,,,20181129,2018,Monitoring,10.14639,43.97333,10.14739,43.97333
Monitoraggio Strategia Marina  Ministero dell_mbiente,Lido di Staranzano,IT,Mediterranean Sea,99,,,20181130,2018,Monitoring,13.52198,45.76578,13.52298,45.76578
Marnoba,"Protegida sector I, Barcelona",ES,Mediterranean Sea,100,Urban,Other (mixed),20181201,2018,Cleanup,2.112499952,41.30833435,2.113499952,41.30833435
Marnoba,"Langre I, Cantabria",ES,North-east Atlantic Ocean,100,Rural,Sandy,20181202,2018,Cleanup,-3.690166712,43.47502899,-3.689166712,43.47502899
Monitoraggio Strategia Marina  Ministero dell_mbiente,Localit? Isola S. Andrea presso Marano e Grado,IT,Mediterranean Sea,99,,,20181203,2018,Monitoring,13.23547,45.71393,13.23647,45.71393
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cilento Cala del Cefalo,IT,Mediterranean Sea,99,,,20181203,2018,Monitoring,15.3199,40.02912,15.3209,40.02912
Marnoba,"La Salv, Cantabria",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20181203,2018,Cleanup,-3.433188915,43.41312027,-3.432188915,43.41312027
Marnoba,"Berria, Cantabria",ES,North-east Atlantic Ocean,100,Rural,Sandy,20181204,2018,Cleanup,-3.465278,43.46361,-3.464278,43.46361
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cagliari Poetto,IT,Mediterranean Sea,99,,,20181204,2018,Monitoring,9.17529,39.21264,9.17629,39.21264
Monitoraggio Strategia Marina  Ministero dell_mbiente,Golfo di Salerno tra Foce Fuorni e Foce Piacentino,IT,Mediterranean Sea,99,,,20181204,2018,Monitoring,14.83766,40.62785,14.83866,40.62785
Monitoraggio Strategia Marina  Ministero dell_mbiente,Roma,IT,Mediterranean Sea,99,,,20181204,2018,Monitoring,12.35542,41.69477,12.35642,41.69477
Marnoba,"Galizano, Cantabria",ES,North-east Atlantic Ocean,100,Rural,Sandy,20181204,2018,Cleanup,-3.671637774,43.4798317,-3.670637774,43.4798317
Monitoraggio Strategia Marina  Ministero dell_mbiente,Imera,IT,Mediterranean Sea,99,,,20181204,2018,Monitoring,13.95224,37.10206,13.95324,37.10206
Marnoba,"La Musclera, Barcelona",ES,Mediterranean Sea,100,Urban,Sandy,20181204,2018,Cleanup,2.533055544,41.5708313,2.534055544,41.5708313
Monitoraggio Strategia Marina  Ministero dell_mbiente,Torre Salsa,IT,Mediterranean Sea,99,,,20181204,2018,Monitoring,13.32976,37.36186,13.33076,37.36186
Marnoba,"Gav, Barcelona",ES,Mediterranean Sea,100,Urban,Sandy,20181204,2018,Cleanup,2.0050385,41.268288,2.0060385,41.268288
Monitoraggio Strategia Marina  Ministero dell_mbiente,Localit? Rio Vivo a sud di Termoli,IT,Mediterranean Sea,99,,,20181204,2018,Monitoring,15.00108,41.99509,15.00208,41.99509
Monitoraggio Strategia Marina  Ministero dell_mbiente,San Vito,IT,Mediterranean Sea,101,,,20181204,2018,Monitoring,17.2226,40.42472,17.2236,40.42472
Monitoraggio Strategia Marina  Ministero dell_mbiente,Milazzo,IT,Mediterranean Sea,99,,,20181205,2018,Monitoring,15.25044,38.21104,15.25144,38.21104
Marnoba,"Platja de Ponent, Barcelona",ES,Mediterranean Sea,100,Urban,Sandy,20181205,2018,Cleanup,2.352111,41.486613,2.353111,41.486613
Monitoraggio Strategia Marina  Ministero dell_mbiente,Castiadas Costa Rei,IT,Mediterranean Sea,99,,,20181205,2018,Monitoring,9.58123,39.26378,9.58223,39.26378
Marnoba,"Cuberris, Cantabria",ES,North-east Atlantic Ocean,100,Urban,Sandy,20181205,2018,Cleanup,-3.613774776,43.49594116,-3.612774776,43.49594116
Monitoraggio Strategia Marina  Ministero dell_mbiente,Foce Lato,IT,Mediterranean Sea,102,,,20181205,2018,Monitoring,16.98982,40.49248,16.99082,40.49248
Monitoraggio Strategia Marina  Ministero dell_mbiente,Senigallia,IT,Mediterranean Sea,99,,,20181206,2018,Monitoring,13.22622,43.71541,13.22722,43.71541
Monitoraggio Strategia Marina  Ministero dell_mbiente,Rimini,IT,Mediterranean Sea,99,,,20181206,2018,Monitoring,12.57701,44.07746,12.57801,44.07746
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cesenatico,IT,Mediterranean Sea,99,,,20181206,2018,Monitoring,12.39182,44.21338,12.39282,44.21338
Marnoba,"Arribolas, Bizkaia",ES,North-east Atlantic Ocean,100,Rural,Sandy,20181206,2018,Cleanup,-2.7314758,43.42375,-2.7304758,43.42375
Monitoraggio Strategia Marina  Ministero dell_mbiente,Barletta Ponente,IT,Mediterranean Sea,105,,,20181207,2018,Monitoring,16.2525,41.33237,16.2535,41.33237
Monitoraggio Strategia Marina  Ministero dell_mbiente,Simeto,IT,Mediterranean Sea,99,,,20181207,2018,Monitoring,15.0906,37.373,15.0916,37.373
Monitoraggio Strategia Marina  Ministero dell_mbiente,Priolo Gargallo,IT,Mediterranean Sea,99,,,20181207,2018,Monitoring,15.2237,37.15028,15.2247,37.15028
Marnoba,"Antuerta, Cantabria",ES,Unknown,100,Urban,Other (mixed),20181208,2018,Cleanup,-3.7477777,42.34972,-3.7467777,42.34972
Marnoba,"F_rica del Duro, Almer_",ES,Mediterranean Sea,100,Urban,Pebbels,20181208,2018,Cleanup,-1.773055553,37.24694443,-1.772055553,37.24694443
Marnoba,"El Sable, Cantabria",ES,North-east Atlantic Ocean,100,Urban,Sandy,20181210,2018,Cleanup,-3.54361105,43.4980545,-3.54261105,43.4980545
Monitoraggio Strategia Marina  Ministero dell_mbiente,Capo Bianco,IT,Mediterranean Sea,104,,,20181210,2018,Monitoring,17.99845,40.64893,17.99945,40.64893
Monitoraggio Strategia Marina  Ministero dell_mbiente,Crotone Foce Neto,IT,Mediterranean Sea,99,,,20181211,2018,Monitoring,17.14649,39.20006,17.14749,39.20006
Marnoba,"Somo, Cantabria",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20181211,2018,Cleanup,-3.730833292,43.45972443,-3.729833292,43.45972443
Monitoraggio Strategia Marina  Ministero dell_mbiente,Vado Ligure,IT,Mediterranean Sea,99,,,20181212,2018,Monitoring,8.4453,44.2806,8.4463,44.2806
gBqsPxAZ,Nokken Strandvej ,null,North-east Atlantic Ocean,783,,,20181212,2018,Cleanup,12.55599284,55.64525555,12.56101918,55.65169507
Marnoba,"Somo, Cantabria",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20181212,2018,Cleanup,-3.730833292,43.45972443,-3.729833292,43.45972443
Marnoba,"Berria, Cantabria",ES,North-east Atlantic Ocean,100,Rural,Sandy,20181213,2018,Cleanup,-3.454273462,43.46273422,-3.453273462,43.46273422
Marnoba,"Playa Marzan, Cantabria",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20181214,2018,Cleanup,-4.031944752,43.43527985,-4.030944752,43.43527985
Monitoraggio Strategia Marina  Ministero dell_mbiente,Marina di Salve,IT,Mediterranean Sea,105,,,20181214,2018,Monitoring,18.2513,39.8355,18.2523,39.8355
Marnoba,"Chica, Las Palmas",ES,North-east Atlantic Ocean,100,Urban,Sandy,20181215,2018,Cleanup,-13.86750031,28.73388863,-13.86650031,28.73388863
Marnoba,"Itzurun, Gipuzkoa",ES,North-east Atlantic Ocean,100,Near river mouth,Rocky,20181216,2018,Cleanup,-2.254444361,43.29861069,-2.253444361,43.29861069
Monitoraggio Strategia Marina  Ministero dell_mbiente,Montalto di Castro,IT,Mediterranean Sea,99,,,20181218,2018,Monitoring,11.582,42.32388,11.583,42.32388
Monitoraggio Strategia Marina  Ministero dell_mbiente,Tarquinia,IT,Mediterranean Sea,99,,,20181218,2018,Monitoring,11.69628,42.23404,11.69728,42.23404
Marnoba,"Santa Marina, Asturias",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20181219,2018,Cleanup,-5.058888912,43.46444702,-5.057888912,43.46444702
Marnoba,"Rebolleres, Asturias",ES,North-east Atlantic Ocean,100,Urban,Rocky,20181220,2018,Cleanup,-5.765833378,43.59222031,-5.764833378,43.59222031
Swiss Litter Report,Sense_T_ishaus_g-cubes,CH,,41,Rural,Pebbels,20181220,2018,Cleanup,7.353188932,46.88312064,7.353139568,46.88348981
Marnoba,"Voramar, Castell_/Castell",ES,Mediterranean Sea,100,Urban,Sandy,20181222,2018,Cleanup,0.07304016,40.052074,0.07404016,40.052074
Marnoba,"F_rica del Duro, Almer_",ES,Mediterranean Sea,100,Urban,Pebbels,20181223,2018,Cleanup,-1.773055553,37.24694443,-1.772055553,37.24694443
Marnoba,"Los Bateles, C_iz",ES,North-east Atlantic Ocean,100,Urban,Sandy,20181227,2018,Cleanup,-6.096914,36.277553,-6.095914,36.277553
Marnoba,"Valdevaqueros, C_iz",ES,Mediterranean Sea,100,Rural,Rocky,20181227,2018,Cleanup,-5.660277843,36.05722046,-5.659277843,36.05722046
gBqsPxAZ,Murlough Nature Reserve,UK,North-east Atlantic Ocean,334,Rural,Other (mixed),20190103,2019,Cleanup,-5.853724091,54.23134566,-5.849280223,54.23289746
Surfrider Foundation Europe,"La Barre, Anglet, France",FR,North-east Atlantic Ocean,100,,,20190104,2019,Monitoring,-1.520672,43.527374,-1.520672,43.52737401
Aarhus University - Denmark,"Ris, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20190107,2019,Monitoring,12.08366018,55.6922447,12.0840066,55.69312056
Monitoraggio Strategia Marina  Ministero dell_mbiente,Bosco Isola Lesina,IT,Mediterranean Sea,99,,,20190114,2019,Monitoring,15.38882,41.90058,15.38982,41.90058
Marnoba,"Alabortza, Gipuzkoa",ES,North-east Atlantic Ocean,100,Near river mouth,Pebbels,20190115,2019,Cleanup,-1.922777891,43.33333206,-1.921777891,43.33333206
