CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventYear,EventType,lon_x1,lat_y1,lon_x2,lat_y2
Aarhus University - Denmark,"S_der, Roskilde Vig",DK,North-east Atlantic Ocean,99,Rural,Pebbels,20160621,2016,Monitoring,12.08215544,55.66975815,12.08374761,55.6697621
gBqsPxAZ,silver strand 1000m,IE,North-east Atlantic Ocean,424,,,20160622,2016,Cleanup,-9.886352561,53.64596686,-9.888825106,53.64948881
gBqsPxAZ,silver strand,IE,North-east Atlantic Ocean,107,,,20160622,2016,Cleanup,-9.887780386,53.64676449,-9.887180019,53.6458696
Marnoba,"LaAlmard, Valencia/Val_cia",ES,Mediterranean Sea,100,Urban,Sandy,20160625,2016,Cleanup,-0.198395,39.697176,-0.197395,39.697176
Aarhus University - Denmark,"MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20160625,2016,Monitoring,12.12396176,54.80588175,12.12483001,54.80663181
Marnoba,"Castilla, Huelva",ES,North-east Atlantic Ocean,100,Rural,Sandy,20160628,2016,Cleanup,-6.690494,37.070896,-6.689494,37.070896
Surfrider Foundation Europe,"Baia dell'Orte, spiaggia di cala casotto",IT,Mediterranean Sea,765,,,20160702,2016,Cleanup,18.50673778,40.12867004,18.51335948,40.13327
Aarhus University - Denmark,MSFD Skagen,DK,North-east Atlantic Ocean,99,Rural,Other (mixed),20160703,2016,Monitoring,10.58123183,57.74860901,10.58281088,57.74891554
Aarhus University - Denmark,"Ris, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20160704,2016,Monitoring,12.08366018,55.6922447,12.0840066,55.69312056
gBqsPxAZ,Karreb_sminde,DK,Baltic Sea,35,Urban,Sandy,20160705,2016,Cleanup,11.72244003,55.20619439,11.72196046,55.20635308
Surfers Against Sewage,godrevy,UK,North-east Atlantic Ocean,136,Rural,Sandy,20160706,2016,Cleanup,-5.391869013,50.23363157,-5.391734266,50.23241409
Marnoba,"Dunas da Costa da Fragata, Santa Maria",CV,Unknown,100,Rural,Sandy,20160706,2016,Cleanup,-22.90222222,16.61361111,-22.90122222,16.61361111
Plastic Change,Boserup,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20160711,2016,Monitoring,12.04382643,55.67119801,12.04366129,55.67030767
Plastic Change,Lejre Vig II,DK,North-east Atlantic Ocean,100,Rural,Rocky,20160711,2016,Monitoring,11.99125,55.683035,11.99203,55.682251
Surfers Against Sewage,Perranporth (Surfers Against Sewage),UK,North-east Atlantic Ocean,120,,,20160714,2016,Cleanup,-5.154433051,50.34857478,-5.153793002,50.34957434
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20160715,2016,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Perseus,Vama Veche  2 Mai,RO,Black Sea,2511,Rural,Other (mixed),20160718,2016,Cleanup,28.58188921,43.77835953,28.57638704,43.75610959
gBqsPxAZ,test 1 - delete,,,39933,Rural,Pebbels,20160719,2016,Cleanup,-0.197155066,51.1115776,-0.24745198,51.46915107
Marnoba,"El Cabrero, C_iz",ES,Mediterranean Sea,100,Rural,Sandy,20160728,2016,Cleanup,-5.255539957,36.31135584,-5.254539957,36.31135584
Marnoba,"Rac de Mar, Valencia/Val_cia",ES,Mediterranean Sea,100,Urban,Sandy,20160808,2016,Cleanup,-0.203055561,39.67833328,-0.202055561,39.67833328
Marnoba,"Rac de Mar, Valencia/Val_cia",ES,Mediterranean Sea,100,Urban,Sandy,20160809,2016,Cleanup,-0.203055561,39.67833328,-0.202055561,39.67833328
Marnoba,"Punta Umbr_, Huelva",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20160810,2016,Cleanup,-6.980000019,37.18361282,-6.979000019,37.18361282
Surfrider Foundation Europe,Burumendi,ES,North-east Atlantic Ocean,21,Urban,Other (mixed),20160810,2016,Cleanup,-2.382333663,43.31267529,-2.382132439,43.31255091
gBqsPxAZ,plastic pr_e,DK,Baltic Sea,84,Rural,Sandy,20160810,2016,Cleanup,11.64994501,55.17335565,11.64946005,55.17406106
gBqsPxAZ,plastic pr_e,DK,Baltic Sea,84,Rural,Sandy,20160810,2016,Cleanup,11.64994501,55.17335565,11.64946005,55.17406106
Surfrider Foundation Europe,Blankenberg beach,NL,North-east Atlantic Ocean,92,Urban,Sandy,20160812,2016,Cleanup,4.172742818,52.03724302,4.173381879,52.03797482
Surfrider Foundation Europe,Blakenberg beach,BE,North-east Atlantic Ocean,82,Urban,Sandy,20160812,2016,Cleanup,2.974706114,51.25599806,2.975586965,51.25649888
Surfrider Foundation Europe,Blakenberg beach,NL,North-east Atlantic Ocean,91,Urban,Sandy,20160812,2016,Cleanup,4.352044367,52.16754401,4.352690664,52.16826575
Perseus,Vama Veche  2 Mai,RO,Black Sea,2511,Rural,Other (mixed),20160813,2016,Cleanup,28.58188921,43.77835953,28.57638704,43.75610959
Marnoba,"Aguamarga, Almer_",ES,Mediterranean Sea,100,Urban,Sandy,20160818,2016,Cleanup,-1.932013988,36.93939972,-1.931013988,36.93939972
Marnoba,"Cala de Enmedio, Almer_",ES,Mediterranean Sea,100,Rural,Rocky,20160822,2016,Cleanup,-1.945827842,36.93311119,-1.944827842,36.93311119
Marnoba,"Los Cristianos, Santa Cruz de Tenerife",ES,North-east Atlantic Ocean,100,Urban,Sandy,20160822,2016,Cleanup,-16.71897316,28.04959869,-16.71797316,28.04959869
Marnoba,"Los Muertos, Almer_",ES,Mediterranean Sea,100,Rural,Sandy,20160822,2016,Cleanup,-1.898291707,36.95319366,-1.897291707,36.95319366
Marnoba,"Cala de Enmedio, Almer_",ES,Mediterranean Sea,100,Rural,Rocky,20160822,2016,Cleanup,-1.945827842,36.93311119,-1.944827842,36.93311119
Marnoba,"Aguamarga, Almer_",ES,Mediterranean Sea,100,Urban,Sandy,20160822,2016,Cleanup,-1.932013988,36.93939972,-1.931013988,36.93939972
Marnoba,"Cala Arena, Almer_",ES,Mediterranean Sea,100,Rural,Rocky,20160827,2016,Cleanup,-2.184147358,36.72053528,-2.183147358,36.72053528
Marnoba,"Cala Sorbas, Almer_",ES,Mediterranean Sea,100,Rural,Pebbels,20160831,2016,Cleanup,-1.913058281,36.93674469,-1.912058281,36.93674469
Marnoba,"El Arco, Almer_",ES,Mediterranean Sea,100,Rural,Pebbels,20160831,2016,Cleanup,-2.060724974,36.80827713,-2.059724974,36.80827713
DeFishGear - Slovenia,test,SI,Mediterranean Sea,101,Urban,Pebbels,20160831,2016,Cleanup,13.5683641,45.51779833,13.56802802,45.51867746
gBqsPxAZ,Ballyhenry bay,UK,North-east Atlantic Ocean,551,Rural,Other (mixed),20160911,2016,Cleanup,-5.569882558,54.39072556,-5.561317938,54.39030495
gBqsPxAZ,Ballyhenry bay,UK,North-east Atlantic Ocean,551,Rural,Other (mixed),20160912,2016,Cleanup,-5.569882558,54.39072556,-5.561317938,54.39030495
UK Marine Conservation Society,Sand Bay,UK,North-east Atlantic Ocean,69,,,20160917,2016,Monitoring,-2.961770296,51.37673635,-2.960770296,51.37673635
gBqsPxAZ,Praia da L_ua 100 metros sul,PT,North-east Atlantic Ocean,102,Rural,Sandy,20160917,2016,Cleanup,-9.069826791,39.65370842,-9.070055037,39.65281044
UK Marine Conservation Society,Cramond,UK,North-east Atlantic Ocean,62,,,20160917,2016,Monitoring,-3.299310207,55.98064765,-3.298310207,55.98064765
UK Marine Conservation Society,Langland Bay,UK,North-east Atlantic Ocean,68,,,20160917,2016,Monitoring,-4.013185666,51.56783504,-4.012185666,51.56783504
DeFishGear - Slovenia,MLW Month_Izola,SI,Mediterranean Sea,103,Urban,Pebbels,20160917,2016,Monitoring,13.64411938,45.53189938,13.64530111,45.53231171
gBqsPxAZ,Faros Beach,GR,Mediterranean Sea,223,Rural,Other (mixed),20160917,2016,Cleanup,20.70148234,39.00083188,20.70015807,38.99911679
Portuguese Association for Marine Litter - APLM,Cruz Quebrada,PT,North-east Atlantic Ocean,133,Urban,Sandy,20160917,2016,Monitoring,-9.251088476,38.69950269,-9.252579785,38.69970365
gBqsPxAZ,Marlfield,UK,North-east Atlantic Ocean,493,Rural,Other (mixed),20160918,2016,Cleanup,-5.577879891,54.40710967,-5.57901638,54.40273339
HELMEPA - Hellenic Marine Environment Protection Association,Agia Marina - Agios Dimitrios,GR,Mediterranean Sea,339,Rural,Other (mixed),20160924,2016,Cleanup,23.86790252,37.80074722,23.86436384,37.80194311
HELMEPA - Hellenic Marine Environment Protection Association,"Aselinos, Skiathos",GR,Mediterranean Sea,235,Rural,Sandy,20160929,2016,Monitoring,23.42443,39.173199,23.426919,39.173997
gBqsPxAZ,Fonte da Telha,PT,North-east Atlantic Ocean,450,Rural,Sandy,20161001,2016,Cleanup,-9.189903473,38.55838159,-9.188484689,38.55448598
MARNOBA,Do_na_2,ES,North-east Atlantic Ocean,79,Rural,Sandy,20161001,2016,Monitoring,-6.52583313,36.97944641,-6.526388889,36.98
Marnoba,"Do_na, Huelva",ES,North-east Atlantic Ocean,100,Rural,Sandy,20161001,2016,Cleanup,-6.52583313,36.97944641,-6.52483313,36.97944641
"Mediterranean Information Office for Environment, Culture and Sustainable Development (MIO-ECSDE)",Kato Vervena - Paliochano,GR,Mediterranean Sea,90,,,20161002,2016,Monitoring,22.747996,37.44335,22.748996,37.44335
HELMEPA - Hellenic Marine Environment Protection Association,Megalo Kavouri,GR,Mediterranean Sea,398,Rural,Sandy,20161002,2016,Cleanup,23.76906874,37.82029503,23.76680286,37.81719094
"Mediterranean Information Office for Environment, Culture and Sustainable Development (MIO-ECSDE)",Cherronisi,GR,Mediterranean Sea,90,,,20161002,2016,Cleanup,22.775938,37.382319,22.776938,37.382319
"Mediterranean Information Office for Environment, Culture and Sustainable Development (MIO-ECSDE)",Kazarba,GR,Mediterranean Sea,90,,,20161002,2016,Monitoring,22.768865,37.387326,22.769865,37.387326
Aarhus University - Denmark,"Ris, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20161005,2016,Monitoring,12.08366018,55.6922447,12.0840066,55.69312056
Marnoba,"Dunas da Costa da Fragata, Santa Maria",CV,Unknown,100,Rural,Sandy,20161006,2016,Cleanup,-22.90222222,16.61361111,-22.90122222,16.61361111
Marnoba,"Pu_l, Valencia/Val_cia",ES,Mediterranean Sea,100,Urban,Sandy,20161007,2016,Cleanup,-0.265411,39.5261116,-0.264411,39.5261116
EMBLAS,Loo,RU,Black Sea,84,Urban,Pebbels,20161007,2016,Cleanup,39.604244,43.671583,39.604746,43.670924
Legambiente Onlus,Free beach Viale Circe,IT,Mediterranean Sea,100,Near river mouth,Sandy,20161009,2016,Monitoring,13.237588,41.284203,13.23877,41.28412
gBqsPxAZ,Nova Praia Costa de Caparica,PT,North-east Atlantic Ocean,514,Urban,Sandy,20161009,2016,Cleanup,-9.231261846,38.63382003,-9.228125082,38.62992357
Mare Nostrum,Saturn,RO,Black Sea,102,Urban,Sandy,20161010,2016,Monitoring,28.59051,43.83461,28.59055,43.83369
Mare Nostrum,Vama Veche,RO,Black Sea,102,Rural,Sandy,20161010,2016,Monitoring,28.57783,43.7486,28.57829,43.74774
Mare Nostrum,Costine?ti,RO,Black Sea,103,Rural,Sandy,20161010,2016,Monitoring,28.64046,43.95488,28.64006,43.954
Mare Nostrum,Constanta,RO,Black Sea,105,Urban,Sandy,20161011,2016,Cleanup,28.65538,44.19412,28.65575,44.19321
Mare Nostrum,Eforie,RO,Black Sea,105,Urban,Sandy,20161011,2016,Monitoring,28.64498,44.0462,28.64536,44.0453
Mare Nostrum,N?vodari,RO,Black Sea,100,Urban,Sandy,20161012,2016,Cleanup,28.63048,44.31021,28.63005,44.30936
Mare Nostrum,Corbu,RO,Black Sea,104,Rural,Sandy,20161012,2016,Cleanup,28.70474,44.36764,28.70428,44.36672
Mare Nostrum,Mamaia ,RO,Black Sea,107,Urban,Sandy,20161012,2016,Cleanup,28.62236,44.28098,28.62222,44.28002
Aarhus University - Denmark,Skomagerkrogen,DK,North-east Atlantic Ocean,100,Rural,Sandy,20161013,2016,Monitoring,12.09103274,55.67006725,12.09031659,55.67087199
Aarhus University - Denmark,"S_der, Roskilde Vig",DK,North-east Atlantic Ocean,99,Rural,Pebbels,20161013,2016,Monitoring,12.08215544,55.66975815,12.08374761,55.6697621
Legambiente Onlus,Spiaggia alla foce del fiume Tenna,IT,Mediterranean Sea,101,Near river mouth,Other (mixed),20161013,2016,Monitoring,13.77684975,43.23546219,13.77635,43.23629
HELMEPA - Hellenic Marine Environment Protection Association,"Perdika, Aigina",GR,Mediterranean Sea,81,Urban,Sandy,20161014,2016,Cleanup,23.45405164,37.68984003,23.45427694,37.69054895
gBqsPxAZ,???? - ??????,,Mediterranean Sea,42,Rural,Sandy,20161014,2016,Cleanup,23.42452159,37.74897601,23.42495397,37.74882973
Surfrider Foundation Europe,Porsmilin ,FR,North-east Atlantic Ocean,71,Rural,Sandy,20161014,2016,Monitoring,-4.679753538,48.35565461,-4.680713613,48.35571617
Surfrider Foundation Europe,Porsmilin ,FR,North-east Atlantic Ocean,71,Rural,Sandy,20161014,2016,Monitoring,-4.679753538,48.35565461,-4.680713613,48.35571617
Aarhus University - Denmark,MSFD Kofoeds enge,DK,Baltic Sea,99,Rural,Sandy,20161015,2016,Monitoring,12.57666753,55.55767488,12.57508718,55.55761141
CleanPiterCoast,Lahta,RU,Baltic Sea,107,Urban,Other (mixed),20161015,2016,Monitoring,30.14859506,59.98813162,30.14667794,59.98824687
Plastic Change,Boserup,DK,North-east Atlantic Ocean,100,Rural,Pebbels,20161015,2016,Monitoring,12.04382643,55.67119801,12.04366129,55.67030767
Aarhus University - Denmark,"MSFD Pomlenakke, Falster",DK,Baltic Sea,100,Rural,Other (mixed),20161015,2016,Monitoring,12.12396176,54.80588175,12.12483001,54.80663181
Plastic Change,Lejre Vig II,DK,North-east Atlantic Ocean,100,Rural,Rocky,20161015,2016,Monitoring,11.99125,55.683035,11.99203,55.682251
Aarhus University - Denmark,MSFD Skagen,DK,North-east Atlantic Ocean,99,Rural,Other (mixed),20161016,2016,Monitoring,10.58123183,57.74860901,10.58281088,57.74891554
Perseus,Vadu ,RO,Black Sea,3443,Rural,Sandy,20161016,2016,Monitoring,28.76962091,44.43132959,28.79679705,44.45548851
Surfrider Foundation Europe,"Spiaggia Pane e Pomodoro, 70126 Bari, Italie",IT,Mediterranean Sea,102,Urban,Sandy,20161016,2016,Cleanup,16.89053598,41.1187169,16.8916838,41.11842625
HELMEPA - Hellenic Marine Environment Protection Association,SEF,GR,Mediterranean Sea,147,Urban,Pebbels,20161016,2016,Cleanup,23.66812529,37.9406599,23.66652298,37.94102883
Marnoba,"El Serradal, Castell_/Castell",ES,Mediterranean Sea,100,Near river mouth,Sandy,20161017,2016,Cleanup,0.032275,40.003971,0.033275,40.003971
Surfrider Foundation Europe,La Barre,FR,North-east Atlantic Ocean,100,Near river mouth,Sandy,20161017,2016,Monitoring,-1.524109783,43.52656849,-1.523399028,43.52730107
Legambiente Onlus,Coccia di Morto beach,IT,Mediterranean Sea,86,Urban,Sandy,20161017,2016,Monitoring,12.21733,41.79949,12.217637,41.79875
GEO BSMARINELITTER,Sarpi-2016,TR,Black Sea,50,Urban,Pebbels,20161018,2016,Monitoring,41.548371,41.522764,41.54828027,41.5223187
Keep Sweden Tidy,Rullsand,SE,Baltic Sea,3598,Near river mouth,Sandy,20161018,2016,Monitoring,17.64454248,60.64087637,17.58038404,60.64853426
gBqsPxAZ,hh,DK,North-east Atlantic Ocean,111,,,20161018,2016,Cleanup,9.49302547,57.20336358,9.494532955,57.20395203
Aarhus University - Denmark,MSFD Nymindegab,DK,North-east Atlantic Ocean,100,Rural,Sandy,20161020,2016,Monitoring,8.163800428,55.84143681,8.164009136,55.84054878
Estonian Green Movement,Dirhami I,EE,Baltic Sea,57,,,20161021,2016,Monitoring,23.48965,59.20724,23.49065,59.20724
Perseus,Vama Veche  2 Mai,RO,Black Sea,2511,Rural,Other (mixed),20161024,2016,Monitoring,28.58188921,43.77835953,28.57638704,43.75610959
Marnoba,"Zarautz, Gipuzkoa",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20161030,2016,Cleanup,-2.171574,43.287611,-2.170574,43.287611
Keep Sweden Tidy,M_arhusen,SE,Baltic Sea,570,Rural,Sandy,20161102,2016,Monitoring,14.2363775,55.43485734,14.23354559,55.42998735
Portuguese Association for Marine Litter - APLM,Praia do Torr_,PT,North-east Atlantic Ocean,746,Urban,Sandy,20161109,2016,Monitoring,-9.241212583,38.67485621,-9.244946207,38.66882566
Marnoba,"La Herradura, Granada",ES,Mediterranean Sea,100,Urban,Sandy,20161110,2016,Cleanup,-3.741111111,36.73333333,-3.740111111,36.73333333
Legambiente Onlus,Genova Sturla beach,IT,Mediterranean Sea,98,Urban,Sandy,20161119,2016,Monitoring,8.985016,44.392116,8.983783,44.39215
Surfrider Foundation Europe,La Barre,FR,North-east Atlantic Ocean,100,Near river mouth,Sandy,20161122,2016,Monitoring,-1.524109783,43.52656849,-1.523399028,43.52730107
Surfers Against Sewage,Caswell Bay,UK,North-east Atlantic Ocean,54,Rural,Pebbels,20161126,2016,Monitoring,-4.031533189,51.57022978,-4.030792356,51.57005652
Surfers Against Sewage,Oxwich,UK,North-east Atlantic Ocean,106,Rural,Sandy,20161126,2016,Monitoring,-4.161426129,51.5553674,-4.161243138,51.55631473
Legambiente Onlus,Spiaggia di Voltri,IT,Mediterranean Sea,105,Near river mouth,Pebbels,20161126,2016,Monitoring,8.742797,44.426847,8.74409,44.427032
Perseus,Flora Mamaia,RO,Black Sea,194,Urban,Sandy,20161127,2016,Monitoring,28.63002627,44.22886691,28.62917035,44.23050537
gBqsPxAZ,playa de los arenales,ES,North-east Atlantic Ocean,228,Urban,Sandy,20161205,2016,Cleanup,-8.936663892,42.60356129,-8.935565343,42.60167184
gBqsPxAZ,playa de los arenales,ES,North-east Atlantic Ocean,786,Urban,Sandy,20161207,2016,Cleanup,-8.936729846,42.60372417,-8.932228174,42.59748586
gBqsPxAZ,playa fluvial de Catoira,ES,North-east Atlantic Ocean,277,Urban,Sandy,20161209,2016,Cleanup,-8.727546612,42.67289775,-8.72930561,42.67076424
Marnoba,"Dunas da Costa da Fragata, Santa Maria",CV,Unknown,100,Rural,Sandy,20161210,2016,Cleanup,-22.90222222,16.61361111,-22.90122222,16.61361111
Marnoba,"El Sombrerico, Almer_",ES,Mediterranean Sea,100,Rural,Pebbels,20170103,2017,Cleanup,-1.849968,37.078449,-1.848968,37.078449
Monitoraggio Strategia Marina  Ministero dell_mbiente,Castiadas Costa Rei,IT,Mediterranean Sea,99,,,20170103,2017,Monitoring,9.58123,39.26378,9.58223,39.26378
Aarhus University - Denmark,"Ris, Roskilde bredning",DK,North-east Atlantic Ocean,100,Rural,Sandy,20170113,2017,Monitoring,12.08366018,55.6922447,12.0840066,55.69312056
Portuguese Association for Marine Litter - APLM,Cruz Quebrada,PT,North-east Atlantic Ocean,133,Urban,Sandy,20170129,2017,Monitoring,-9.251088476,38.69950269,-9.252579785,38.69970365
Monitoraggio Strategia Marina  Ministero dell_mbiente,Crotone Foce Neto,IT,Mediterranean Sea,99,,,20170201,2017,Monitoring,17.14649,39.20006,17.14749,39.20006
Monitoraggio Strategia Marina  Ministero dell_mbiente,Catanzaro Lido Foce Corace,IT,Mediterranean Sea,99,,,20170201,2017,Monitoring,16.60757,38.81367,16.60857,38.81367
Monitoraggio Strategia Marina  Ministero dell_mbiente,Vibo Marina,IT,Mediterranean Sea,99,,,20170202,2017,Monitoring,16.13743,38.71876,16.13843,38.71876
Monitoraggio Strategia Marina  Ministero dell_mbiente,Gioia Tauro,IT,Mediterranean Sea,99,,,20170203,2017,Monitoring,15.87756,38.42341,15.87856,38.42341
gBqsPxAZ,hh,DK,North-east Atlantic Ocean,111,,,20170207,2017,Cleanup,9.49302547,57.20336358,9.494532955,57.20395203
Monitoraggio Strategia Marina  Ministero dell_mbiente,Corigliano Foce Crati,IT,Mediterranean Sea,99,,,20170208,2017,Monitoring,16.52072,39.72847,16.52172,39.72847
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cetraro,IT,Mediterranean Sea,99,,,20170208,2017,Monitoring,15.93316,39.51672,15.93416,39.51672
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cogoleto foce Lerone,IT,Mediterranean Sea,99,,,20170214,2017,Monitoring,8.66206,44.39069,8.66306,44.39069
Monitoraggio Strategia Marina  Ministero dell_mbiente,Caorle spiaggia Brussa,IT,Mediterranean Sea,99,,,20170215,2017,Monitoring,12.95896,45.62183,12.95996,45.62183
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cavallino Treporti spiaggia di Cavallino,IT,Mediterranean Sea,99,,,20170215,2017,Monitoring,12.57709,45.47764,12.57809,45.47764
Monitoraggio Strategia Marina  Ministero dell_mbiente,Chioggia spiaggia di Sottomarina,IT,Mediterranean Sea,99,,,20170216,2017,Monitoring,12.30377,45.19951,12.30477,45.19951
Marnoba,"Valcobo, A Coru_",ES,North-east Atlantic Ocean,100,Rural,Sandy,20170219,2017,Cleanup,-8.534124,43.315374,-8.533124,43.315374
Monitoraggio Strategia Marina  Ministero dell_mbiente,Porto Tolle spiaggia di Barricata,IT,Mediterranean Sea,99,,,20170220,2017,Monitoring,12.45873,44.84203,12.45973,44.84203
Monitoraggio Strategia Marina  Ministero dell_mbiente,Castiadas Costa Rei,IT,Mediterranean Sea,99,,,20170220,2017,Monitoring,9.58123,39.26378,9.58223,39.26378
Monitoraggio Strategia Marina  Ministero dell_mbiente,Silvi Sud,IT,Mediterranean Sea,99,,,20170221,2017,Monitoring,14.11737,42.55515,14.11837,42.55515
Monitoraggio Strategia Marina  Ministero dell_mbiente,Vindicio (Formia),IT,Mediterranean Sea,100,,,20170221,2017,Monitoring,13.58848,41.24871,13.58948,41.24871
Monitoraggio Strategia Marina  Ministero dell_mbiente,Sant'Anna Arresi Porto Pino,IT,Mediterranean Sea,99,,,20170228,2017,Monitoring,8.6229,38.94111,8.6239,38.94111
Monitoraggio Strategia Marina  Ministero dell_mbiente,Montalto di Castro,IT,Mediterranean Sea,99,,,20170301,2017,Monitoring,11.582,42.32388,11.583,42.32388
Marnoba,"Somo, Cantabria",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20170301,2017,Cleanup,-3.730833292,43.45972443,-3.729833292,43.45972443
Monitoraggio Strategia Marina  Ministero dell_mbiente,Lido Saraceni,IT,Mediterranean Sea,99,,,20170302,2017,Monitoring,14.41313,42.34492,14.41413,42.34492
Marnoba,"Langre I, Cantabria",ES,North-east Atlantic Ocean,100,Rural,Sandy,20170302,2017,Cleanup,-3.690166712,43.47502899,-3.689166712,43.47502899
Monitoraggio Strategia Marina  Ministero dell_mbiente,Cesenatico,IT,Mediterranean Sea,99,,,20170302,2017,Monitoring,12.39182,44.21338,12.39282,44.21338
Marnoba,"Mer_, Cantabria",ES,North-east Atlantic Ocean,100,Near river mouth,Sandy,20170302,2017,Cleanup,-4.386388779,43.39194489,-4.385388779,43.39194489
Monitoraggio Strategia Marina  Ministero dell_mbiente,Rimini,IT,Mediterranean Sea,99,,,20170303,2017,Monitoring,12.57701,44.07746,12.57801,44.07746
Monitoraggio Strategia Marina  Ministero dell_mbiente,San Teodoro La Cinta,IT,Mediterranean Sea,99,,,20170306,2017,Monitoring,9.67479,40.78152,9.67579,40.78152
